Customer ID,Name,City,Purchase Amount,Purchase Date,Product Category,Payment Method,Rating
44,Customer_44,Houston,4453.22,2022-01-02 19:00:00,Books,PayPal,2.0
45,Customer_45,Houston,412.86,2022-01-02 20:00:00,Electronics,PayPal,3.0
46,Customer_46,Phoenix,4514.62,2022-01-02 21:00:00,Books,Credit Card,4.0
47,Customer_47,New York,3284.29,2022-01-02 22:00:00,Clothing,Credit Card,3.0
48,Customer_48,Phoenix,1031.71,2022-01-02 23:00:00,Books,Credit Card,2.0
49,Customer_49,Phoenix,3657.89,2022-01-03 00:00:00,Books,Credit Card,3.0
50,Customer_50,Houston,1662.5,2022-01-03 01:00:00,Electronics,Cash,1.0
51,Customer_51,Los Angeles,2759.82,2022-01-03 02:00:00,Electronics,Cash,3.0
52,Customer_52,Phoenix,1669.71,2022-01-03 03:00:00,Clothing,PayPal,5.0
53,Customer_53,Houston,2592.35,2022-01-03 04:00:00,Home,PayPal,5.0
54,Customer_54,Chicago,3953.46,2022-01-03 05:00:00,Home,Credit Card,1.0
55,Customer_55,Phoenix,3883.2,2022-01-03 06:00:00,Clothing,Cash,3.0
56,Customer_56,Chicago,3581.43,2022-01-03 07:00:00,Books,PayPal,3.0
57,Customer_57,New York,2133.85,2022-01-03 08:00:00,Home,PayPal,3.0
58,Customer_58,Los Angeles,3833.42,2022-01-03 09:00:00,Books,Cash,1.0
59,Customer_59,Phoenix,3845.15,2022-01-03 10:00:00,Electronics,Cash,5.0
60,Customer_60,Los Angeles,4168.73,2022-01-03 11:00:00,Books,Cash,4.0
61,Customer_61,Los Angeles,2966.55,2022-01-03 12:00:00,Home,Credit Card,1.0
62,Customer_62,Los Angeles,1168.15,2022-01-03 13:00:00,Books,PayPal,2.0
63,Customer_63,Phoenix,1020.6,2022-01-03 14:00:00,Electronics,PayPal,5.0
64,Customer_64,Houston,4622.95,2022-01-03 15:00:00,Home,Cash,1.0
65,Customer_65,Houston,1816.98,2022-01-03 16:00:00,Books,Cash,5.0
66,Customer_66,Phoenix,2314.02,2022-01-03 17:00:00,Clothing,Cash,4.0
67,Customer_67,Phoenix,4832.6,2022-01-03 18:00:00,Electronics,Credit Card,2.0
68,Customer_68,Chicago,3115.51,2022-01-03 19:00:00,Clothing,Cash,2.0
69,Customer_69,Phoenix,3477.31,2022-01-03 20:00:00,Books,Credit Card,3.0
70,Customer_70,Houston,2872.14,2022-01-03 21:00:00,Books,PayPal,4.0
71,Customer_71,Phoenix,3342.49,2022-01-03 22:00:00,Home,PayPal,4.0
72,Customer_72,Los Angeles,3369.3,2022-01-03 23:00:00,Clothing,PayPal,
73,Customer_73,Phoenix,4687.02,2022-01-04 00:00:00,Home,Credit Card,2.0
74,Customer_74,Chicago,4419.87,2022-01-04 01:00:00,Clothing,PayPal,
75,Customer_75,Los Angeles,3895.58,2022-01-04 02:00:00,Clothing,Credit Card,4.0
76,Customer_76,Chicago,1644.15,2022-01-04 03:00:00,Books,PayPal,2.0
77,Customer_77,Phoenix,666.81,2022-01-04 04:00:00,Home,PayPal,5.0
78,Customer_78,Chicago,470.68,2022-01-04 05:00:00,Home,Credit Card,5.0
79,Customer_79,Phoenix,1210.65,2022-01-04 06:00:00,Home,Cash,5.0
80,Customer_80,Chicago,1070.31,2022-01-04 07:00:00,Home,PayPal,2.0
81,Customer_81,Houston,,2022-01-04 08:00:00,Books,PayPal,4.0
82,Customer_82,Houston,394.93,2022-01-04 09:00:00,Books,Cash,5.0
83,Customer_83,Chicago,3143.75,2022-01-04 10:00:00,Clothing,Cash,
84,Customer_84,Chicago,3069.73,2022-01-04 11:00:00,Clothing,PayPal,5.0
85,Customer_85,Houston,2469.38,2022-01-04 12:00:00,Home,Cash,
86,Customer_86,Phoenix,959.12,2022-01-04 13:00:00,Electronics,Cash,3.0
87,Customer_87,Houston,3386.87,2022-01-04 14:00:00,Home,Cash,
88,Customer_88,Chicago,1412.55,2022-01-04 15:00:00,Clothing,Credit Card,2.0
89,Customer_89,Phoenix,4206.62,2022-01-04 16:00:00,Home,Cash,3.0
90,Customer_90,Phoenix,1323.5,2022-01-04 17:00:00,Clothing,PayPal,2.0
91,Customer_91,New York,3925.74,2022-01-04 18:00:00,Electronics,Cash,3.0
92,Customer_92,Los Angeles,1100.02,2022-01-04 19:00:00,Home,PayPal,1.0
93,Customer_93,Chicago,1658.08,2022-01-04 20:00:00,Clothing,PayPal,3.0
94,Customer_94,Chicago,3936.51,2022-01-04 21:00:00,Electronics,Credit Card,1.0
95,Customer_95,Chicago,3961.39,2022-01-04 22:00:00,Home,Cash,3.0
96,Customer_96,Phoenix,352.05,2022-01-04 23:00:00,Electronics,Credit Card,5.0
97,Customer_97,,906.5,2022-01-05 00:00:00,Electronics,Credit Card,3.0
98,Customer_98,Houston,1515.02,2022-01-05 01:00:00,Books,Cash,4.0
99,Customer_99,Phoenix,2619.66,2022-01-05 02:00:00,Home,PayPal,3.0
100,Customer_100,Los Angeles,3126.04,2022-01-05 03:00:00,Home,Cash,3.0
101,Customer_101,Chicago,877.46,2022-01-05 04:00:00,Electronics,Cash,2.0
102,Customer_102,Phoenix,1500.21,2022-01-05 05:00:00,Books,Cash,2.0
103,Customer_103,Phoenix,1702.89,2022-01-05 06:00:00,Electronics,Cash,2.0
104,Customer_104,Phoenix,791.31,2022-01-05 07:00:00,Clothing,Credit Card,5.0
105,Customer_105,Los Angeles,4242.11,2022-01-05 08:00:00,Clothing,Cash,2.0
106,Customer_106,New York,1898.85,2022-01-05 09:00:00,Clothing,PayPal,2.0
107,Customer_107,Houston,3045.82,2022-01-05 10:00:00,Electronics,Credit Card,5.0
108,Customer_108,Phoenix,4818.35,2022-01-05 11:00:00,Clothing,Cash,1.0
109,Customer_109,Phoenix,2624.59,2022-01-05 12:00:00,Books,Cash,5.0
110,Customer_110,New York,1140.59,2022-01-05 13:00:00,Books,Cash,2.0
111,Customer_111,New York,872.29,2022-01-05 14:00:00,Electronics,PayPal,1.0
112,Customer_112,Houston,2159.53,2022-01-05 15:00:00,Home,Cash,4.0
113,Customer_113,Chicago,907.68,2022-01-05 16:00:00,Books,Cash,4.0
114,Customer_114,Phoenix,1935.88,2022-01-05 17:00:00,Books,Credit Card,1.0
115,Customer_115,Los Angeles,4478.0,2022-01-05 18:00:00,Books,Credit Card,4.0
116,Customer_116,New York,4438.23,2022-01-05 19:00:00,Electronics,Cash,3.0
117,Customer_117,Phoenix,4160.76,2022-01-05 20:00:00,Electronics,PayPal,4.0
118,Customer_118,Phoenix,186.58,2022-01-05 21:00:00,Home,Credit Card,3.0
119,Customer_119,Houston,2676.42,2022-01-05 22:00:00,Electronics,Cash,1.0
120,Customer_120,Phoenix,1198.8,2022-01-05 23:00:00,Clothing,Cash,1.0
121,Customer_121,Houston,2653.43,2022-01-06 00:00:00,Clothing,Cash,3.0
122,Customer_122,Houston,717.63,2022-01-06 01:00:00,Electronics,PayPal,3.0
123,Customer_123,Chicago,829.88,2022-01-06 02:00:00,Electronics,PayPal,4.0
124,Customer_124,Houston,1403.38,2022-01-06 03:00:00,Clothing,Cash,4.0
125,Customer_125,Phoenix,4255.14,2022-01-06 04:00:00,Home,Cash,2.0
126,Customer_126,Phoenix,1923.58,2022-01-06 05:00:00,Books,Credit Card,3.0
127,Customer_127,Phoenix,855.32,2022-01-06 06:00:00,Clothing,Credit Card,4.0
128,Customer_128,Houston,4703.53,2022-01-06 07:00:00,Books,Cash,4.0
129,Customer_129,Houston,2794.67,2022-01-06 08:00:00,Electronics,Credit Card,
130,Customer_130,Phoenix,816.6,2022-01-06 09:00:00,Home,Credit Card,3.0
131,Customer_131,Phoenix,1611.86,2022-01-06 10:00:00,Electronics,PayPal,1.0
132,Customer_132,Los Angeles,1533.85,2022-01-06 11:00:00,Home,PayPal,2.0
133,Customer_133,Houston,366.21,2022-01-06 12:00:00,Home,Credit Card,3.0
134,Customer_134,Phoenix,3886.36,2022-01-06 13:00:00,Home,PayPal,3.0
135,Customer_135,Phoenix,2495.19,2022-01-06 14:00:00,Electronics,Cash,
136,Customer_136,Houston,1634.16,2022-01-06 15:00:00,Clothing,Credit Card,1.0
137,Customer_137,,4158.74,2022-01-06 16:00:00,Home,Cash,3.0
138,Customer_138,New York,311.95,2022-01-06 17:00:00,Clothing,PayPal,3.0
139,Customer_139,New York,2980.5,2022-01-06 18:00:00,Electronics,Cash,5.0
140,Customer_140,New York,3964.55,2022-01-06 19:00:00,Electronics,PayPal,5.0
141,Customer_141,Phoenix,1038.41,2022-01-06 20:00:00,Electronics,PayPal,4.0
142,Customer_142,Phoenix,3924.89,2022-01-06 21:00:00,Clothing,Credit Card,5.0
143,Customer_143,Phoenix,3008.4,2022-01-06 22:00:00,Clothing,PayPal,3.0
144,Customer_144,Chicago,3526.69,2022-01-06 23:00:00,Home,Credit Card,4.0
145,Customer_145,Chicago,4738.11,2022-01-07 00:00:00,Home,Cash,5.0
146,Customer_146,Phoenix,601.29,2022-01-07 01:00:00,Books,PayPal,5.0
147,Customer_147,Phoenix,4093.38,2022-01-07 02:00:00,Books,PayPal,2.0
148,Customer_148,Houston,1784.38,2022-01-07 03:00:00,Electronics,PayPal,4.0
149,Customer_149,Los Angeles,3938.52,2022-01-07 04:00:00,Books,PayPal,5.0
150,Customer_150,Chicago,2939.99,2022-01-07 05:00:00,Clothing,PayPal,3.0
151,Customer_151,Chicago,4842.23,2022-01-07 06:00:00,Books,Credit Card,1.0
152,Customer_152,New York,3688.2,2022-01-07 07:00:00,Clothing,PayPal,
153,Customer_153,Los Angeles,3566.53,2022-01-07 08:00:00,Clothing,Credit Card,5.0
154,Customer_154,Phoenix,2817.8,2022-01-07 09:00:00,Electronics,PayPal,3.0
155,Customer_155,Chicago,2296.5,2022-01-07 10:00:00,Books,Credit Card,4.0
156,Customer_156,Los Angeles,4774.59,2022-01-07 11:00:00,Clothing,Cash,5.0
157,Customer_157,Houston,4733.21,2022-01-07 12:00:00,Clothing,Credit Card,4.0
158,Customer_158,Los Angeles,1218.75,2022-01-07 13:00:00,Electronics,PayPal,3.0
159,Customer_159,Phoenix,3451.89,2022-01-07 14:00:00,Home,Cash,4.0
160,Customer_160,Los Angeles,2576.04,2022-01-07 15:00:00,Clothing,Cash,1.0
161,Customer_161,Chicago,2696.61,2022-01-07 16:00:00,Home,Cash,5.0
162,Customer_162,Chicago,2898.89,2022-01-07 17:00:00,Electronics,Credit Card,2.0
163,Customer_163,Phoenix,2087.79,2022-01-07 18:00:00,Clothing,PayPal,4.0
164,Customer_164,Chicago,191.72,2022-01-07 19:00:00,Home,PayPal,3.0
165,Customer_165,New York,3970.79,2022-01-07 20:00:00,Home,Credit Card,3.0
166,Customer_166,New York,1375.85,2022-01-07 21:00:00,Home,Cash,4.0
167,Customer_167,Houston,3786.12,2022-01-07 22:00:00,Electronics,Credit Card,2.0
168,Customer_168,Phoenix,4574.5,2022-01-07 23:00:00,Electronics,Credit Card,2.0
169,Customer_169,Chicago,816.85,2022-01-08 00:00:00,Electronics,Credit Card,2.0
170,Customer_170,Los Angeles,780.42,2022-01-08 01:00:00,Home,PayPal,4.0
171,Customer_171,Houston,1434.4,2022-01-08 02:00:00,Clothing,Cash,
172,Customer_172,New York,3288.35,2022-01-08 03:00:00,Books,Cash,2.0
173,Customer_173,New York,4642.1,2022-01-08 04:00:00,Electronics,Credit Card,3.0
174,Customer_174,New York,882.01,2022-01-08 05:00:00,Clothing,Cash,2.0
175,Customer_175,Los Angeles,4727.57,2022-01-08 06:00:00,Home,PayPal,3.0
176,Customer_176,Houston,1418.47,2022-01-08 07:00:00,Electronics,Cash,4.0
177,Customer_177,Phoenix,370.37,2022-01-08 08:00:00,Electronics,Credit Card,3.0
178,Customer_178,Chicago,1562.7,2022-01-08 09:00:00,Books,Cash,5.0
179,Customer_179,Los Angeles,1815.8,2022-01-08 10:00:00,Books,Credit Card,1.0
180,Customer_180,New York,2783.27,2022-01-08 11:00:00,Electronics,PayPal,3.0
181,Customer_181,New York,4046.78,2022-01-08 12:00:00,Books,PayPal,2.0
182,Customer_182,Houston,3802.31,2022-01-08 13:00:00,Home,Cash,1.0
183,Customer_183,Phoenix,4390.98,2022-01-08 14:00:00,Home,PayPal,4.0
184,Customer_184,Los Angeles,1374.78,2022-01-08 15:00:00,Electronics,PayPal,4.0
185,Customer_185,Chicago,2613.21,2022-01-08 16:00:00,Books,PayPal,3.0
186,Customer_186,Chicago,2910.75,2022-01-08 17:00:00,Electronics,Cash,4.0
187,Customer_187,Los Angeles,4967.69,2022-01-08 18:00:00,Electronics,Cash,4.0
188,Customer_188,Los Angeles,1619.49,2022-01-08 19:00:00,Clothing,Cash,3.0
189,Customer_189,Chicago,248.97,2022-01-08 20:00:00,Home,Cash,1.0
190,Customer_190,Phoenix,4884.77,2022-01-08 21:00:00,Books,PayPal,3.0
191,Customer_191,Chicago,2681.74,2022-01-08 22:00:00,Home,PayPal,3.0
192,Customer_192,Chicago,1559.54,2022-01-08 23:00:00,Clothing,Cash,2.0
193,Customer_193,Phoenix,4409.93,2022-01-09 00:00:00,Electronics,Cash,4.0
194,Customer_194,Los Angeles,3906.03,2022-01-09 01:00:00,Electronics,PayPal,2.0
195,Customer_195,Houston,2338.8,2022-01-09 02:00:00,Electronics,Cash,2.0
196,Customer_196,Chicago,1790.17,2022-01-09 03:00:00,Clothing,PayPal,5.0
197,Customer_197,Chicago,4570.46,2022-01-09 04:00:00,Electronics,Cash,2.0
198,Customer_198,Los Angeles,2418.97,2022-01-09 05:00:00,Electronics,Cash,1.0
199,Customer_199,Los Angeles,2452.36,2022-01-09 06:00:00,Clothing,PayPal,2.0
200,Customer_200,Los Angeles,584.8,2022-01-09 07:00:00,Electronics,Cash,5.0
201,Customer_201,Los Angeles,3617.07,2022-01-09 08:00:00,Clothing,PayPal,2.0
202,Customer_202,New York,4714.32,2022-01-09 09:00:00,Electronics,PayPal,5.0
203,Customer_203,Chicago,2750.25,2022-01-09 10:00:00,Home,Cash,2.0
204,Customer_204,Chicago,4639.29,2022-01-09 11:00:00,Books,Credit Card,1.0
205,Customer_205,Chicago,3584.95,2022-01-09 12:00:00,Electronics,PayPal,4.0
206,Customer_206,New York,2611.6,2022-01-09 13:00:00,Home,PayPal,4.0
207,Customer_207,Phoenix,4974.69,2022-01-09 14:00:00,Books,Cash,5.0
208,Customer_208,Los Angeles,4955.75,2022-01-09 15:00:00,Home,Credit Card,4.0
209,Customer_209,Phoenix,3758.33,2022-01-09 16:00:00,Home,PayPal,5.0
210,Customer_210,Houston,301.51,2022-01-09 17:00:00,Clothing,Cash,5.0
211,Customer_211,New York,4446.74,2022-01-09 18:00:00,Books,Credit Card,5.0
212,Customer_212,New York,4761.94,2022-01-09 19:00:00,Clothing,PayPal,1.0
213,Customer_213,New York,487.75,2022-01-09 20:00:00,Electronics,Cash,
214,Customer_214,New York,2495.31,2022-01-09 21:00:00,Home,PayPal,4.0
215,Customer_215,Phoenix,3731.61,2022-01-09 22:00:00,Home,Credit Card,5.0
216,Customer_216,Los Angeles,3256.11,2022-01-09 23:00:00,Electronics,Credit Card,1.0
217,Customer_217,Los Angeles,3486.54,2022-01-10 00:00:00,Home,Credit Card,4.0
218,Customer_218,New York,4904.81,2022-01-10 01:00:00,Electronics,Credit Card,4.0
219,Customer_219,Phoenix,3069.61,2022-01-10 02:00:00,Electronics,PayPal,3.0
220,Customer_220,Houston,2615.62,2022-01-10 03:00:00,Clothing,Credit Card,2.0
221,Customer_221,Los Angeles,3786.65,2022-01-10 04:00:00,Clothing,Credit Card,3.0
222,Customer_222,Phoenix,3275.42,2022-01-10 05:00:00,Home,Credit Card,4.0
223,Customer_223,New York,848.75,2022-01-10 06:00:00,Home,PayPal,5.0
224,Customer_224,Houston,3058.98,2022-01-10 07:00:00,Home,Cash,3.0
225,Customer_225,Los Angeles,135.39,2022-01-10 08:00:00,Home,PayPal,3.0
226,Customer_226,Chicago,2118.39,2022-01-10 09:00:00,Clothing,Credit Card,3.0
227,Customer_227,Houston,1331.44,2022-01-10 10:00:00,Books,Credit Card,5.0
228,Customer_228,Los Angeles,667.29,2022-01-10 11:00:00,Books,Credit Card,2.0
229,Customer_229,New York,1330.77,2022-01-10 12:00:00,Clothing,PayPal,5.0
230,Customer_230,Los Angeles,2051.7,2022-01-10 13:00:00,Home,Credit Card,3.0
231,Customer_231,Houston,1408.02,2022-01-10 14:00:00,Electronics,Cash,5.0
232,Customer_232,Houston,2233.82,2022-01-10 15:00:00,Electronics,Credit Card,2.0
233,Customer_233,New York,2296.24,2022-01-10 16:00:00,Clothing,Credit Card,3.0
234,Customer_234,New York,3398.32,2022-01-10 17:00:00,Home,Cash,3.0
235,Customer_235,Houston,1690.09,2022-01-10 18:00:00,Books,PayPal,4.0
236,Customer_236,Phoenix,2233.26,2022-01-10 19:00:00,Home,Credit Card,4.0
237,Customer_237,Chicago,2370.27,2022-01-10 20:00:00,Books,Cash,
238,Customer_238,Phoenix,3642.67,2022-01-10 21:00:00,Books,Credit Card,4.0
239,Customer_239,Chicago,2024.91,2022-01-10 22:00:00,Home,PayPal,5.0
240,Customer_240,Chicago,1739.55,2022-01-10 23:00:00,Home,PayPal,2.0
241,Customer_241,Phoenix,1654.0,2022-01-11 00:00:00,Clothing,Cash,5.0
242,Customer_242,Houston,3094.1,2022-01-11 01:00:00,Home,Cash,1.0
243,Customer_243,Phoenix,1434.38,2022-01-11 02:00:00,Home,PayPal,3.0
244,Customer_244,Phoenix,3766.95,2022-01-11 03:00:00,Electronics,Cash,3.0
245,Customer_245,Houston,435.55,2022-01-11 04:00:00,Electronics,Cash,4.0
246,Customer_246,Phoenix,3774.2,2022-01-11 05:00:00,Books,Cash,3.0
247,Customer_247,Houston,3833.6,2022-01-11 06:00:00,Clothing,Credit Card,5.0
248,Customer_248,Los Angeles,1431.67,2022-01-11 07:00:00,Home,Credit Card,1.0
249,Customer_249,New York,4966.18,2022-01-11 08:00:00,Home,Cash,3.0
250,Customer_250,Phoenix,575.84,2022-01-11 09:00:00,Electronics,PayPal,2.0
251,Customer_251,Chicago,3383.73,2022-01-11 10:00:00,Books,Credit Card,1.0
252,Customer_252,Houston,2470.89,2022-01-11 11:00:00,Books,Credit Card,2.0
253,Customer_253,Houston,2783.6,2022-01-11 12:00:00,Clothing,PayPal,1.0
254,Customer_254,Phoenix,507.11,2022-01-11 13:00:00,Clothing,PayPal,2.0
255,Customer_255,New York,1739.45,2022-01-11 14:00:00,Clothing,Credit Card,5.0
256,Customer_256,New York,482.08,2022-01-11 15:00:00,Clothing,Cash,2.0
257,Customer_257,New York,3334.09,2022-01-11 16:00:00,Clothing,Credit Card,1.0
258,Customer_258,Chicago,1065.23,2022-01-11 17:00:00,Electronics,Credit Card,5.0
259,Customer_259,Chicago,4797.41,2022-01-11 18:00:00,Books,Cash,2.0
260,Customer_260,Los Angeles,473.58,2022-01-11 19:00:00,Electronics,Credit Card,5.0
261,Customer_261,Chicago,3767.1,2022-01-11 20:00:00,Books,Credit Card,4.0
262,Customer_262,Los Angeles,118.88,2022-01-11 21:00:00,Electronics,Credit Card,5.0
263,Customer_263,Chicago,1063.99,2022-01-11 22:00:00,Electronics,Cash,3.0
264,Customer_264,Los Angeles,2702.26,2022-01-11 23:00:00,Clothing,PayPal,2.0
265,Customer_265,,1376.14,2022-01-12 00:00:00,Electronics,Credit Card,3.0
266,Customer_266,New York,3859.66,2022-01-12 01:00:00,Home,PayPal,3.0
267,Customer_267,Los Angeles,4002.69,2022-01-12 02:00:00,Clothing,Cash,2.0
268,Customer_268,Houston,2403.07,2022-01-12 03:00:00,Books,PayPal,4.0
269,Customer_269,Chicago,4012.35,2022-01-12 04:00:00,Clothing,Credit Card,5.0
270,Customer_270,Los Angeles,1224.84,2022-01-12 05:00:00,Clothing,Cash,3.0
271,Customer_271,New York,4720.39,2022-01-12 06:00:00,Clothing,PayPal,3.0
272,Customer_272,Phoenix,4594.12,2022-01-12 07:00:00,Electronics,Credit Card,3.0
273,Customer_273,Los Angeles,2217.71,2022-01-12 08:00:00,Books,Cash,4.0
274,Customer_274,New York,1558.88,2022-01-12 09:00:00,Books,Credit Card,4.0
275,Customer_275,Phoenix,1178.14,2022-01-12 10:00:00,Electronics,Credit Card,3.0
276,Customer_276,New York,654.68,2022-01-12 11:00:00,Home,Credit Card,3.0
277,Customer_277,Chicago,3298.17,2022-01-12 12:00:00,Electronics,PayPal,1.0
278,Customer_278,Chicago,3957.45,2022-01-12 13:00:00,Books,PayPal,3.0
279,Customer_279,Phoenix,182.87,2022-01-12 14:00:00,Clothing,PayPal,4.0
280,Customer_280,Chicago,622.37,2022-01-12 15:00:00,Clothing,Credit Card,2.0
281,Customer_281,Los Angeles,300.95,2022-01-12 16:00:00,Electronics,Cash,5.0
282,Customer_282,Chicago,3422.2,2022-01-12 17:00:00,Books,Credit Card,3.0
283,Customer_283,New York,560.77,2022-01-12 18:00:00,Clothing,Cash,2.0
284,Customer_284,Los Angeles,1712.77,2022-01-12 19:00:00,Books,Credit Card,4.0
285,Customer_285,Houston,3186.42,2022-01-12 20:00:00,Electronics,Cash,5.0
286,Customer_286,Houston,4790.5,2022-01-12 21:00:00,Home,PayPal,3.0
287,Customer_287,Phoenix,3788.85,2022-01-12 22:00:00,Books,Cash,2.0
288,Customer_288,Los Angeles,4821.94,2022-01-12 23:00:00,Home,Credit Card,3.0
289,Customer_289,Houston,3756.98,2022-01-13 00:00:00,Home,Credit Card,5.0
290,Customer_290,Chicago,2044.82,2022-01-13 01:00:00,Home,Cash,4.0
291,Customer_291,New York,3894.21,2022-01-13 02:00:00,Books,PayPal,1.0
292,Customer_292,Phoenix,4421.94,2022-01-13 03:00:00,Books,PayPal,1.0
293,Customer_293,Los Angeles,1605.68,2022-01-13 04:00:00,Electronics,PayPal,5.0
294,Customer_294,Phoenix,507.03,2022-01-13 05:00:00,Home,Cash,2.0
295,Customer_295,New York,250.89,2022-01-13 06:00:00,Home,Cash,2.0
296,Customer_296,New York,4475.35,2022-01-13 07:00:00,Books,PayPal,4.0
297,Customer_297,New York,4189.07,2022-01-13 08:00:00,Electronics,Credit Card,3.0
298,Customer_298,Houston,4083.13,2022-01-13 09:00:00,Home,PayPal,3.0
299,Customer_299,Houston,2791.87,2022-01-13 10:00:00,Electronics,Credit Card,3.0
300,Customer_300,Los Angeles,4496.09,2022-01-13 11:00:00,Home,Cash,4.0
301,Customer_301,New York,569.31,2022-01-13 12:00:00,Books,PayPal,4.0
302,Customer_302,Houston,1537.68,2022-01-13 13:00:00,Electronics,Credit Card,3.0
303,Customer_303,New York,2862.6,2022-01-13 14:00:00,Electronics,PayPal,2.0
304,Customer_304,Los Angeles,2338.73,2022-01-13 15:00:00,Books,PayPal,4.0
305,Customer_305,Chicago,4357.17,2022-01-13 16:00:00,Electronics,Credit Card,2.0
306,Customer_306,Phoenix,4194.7,2022-01-13 17:00:00,Home,PayPal,
307,Customer_307,Chicago,1653.57,2022-01-13 18:00:00,Clothing,Cash,1.0
308,Customer_308,Phoenix,4138.66,2022-01-13 19:00:00,Electronics,PayPal,3.0
309,Customer_309,Houston,774.06,2022-01-13 20:00:00,Clothing,Cash,4.0
310,Customer_310,,3115.07,2022-01-13 21:00:00,Home,Cash,4.0
311,Customer_311,Phoenix,4203.81,2022-01-13 22:00:00,Clothing,PayPal,5.0
312,Customer_312,New York,290.91,2022-01-13 23:00:00,Books,Credit Card,5.0
313,Customer_313,Los Angeles,4729.28,2022-01-14 00:00:00,Clothing,Cash,5.0
314,Customer_314,Houston,1347.06,2022-01-14 01:00:00,Home,PayPal,1.0
315,Customer_315,Chicago,300.33,2022-01-14 02:00:00,Books,PayPal,5.0
316,Customer_316,Phoenix,921.33,2022-01-14 03:00:00,Books,PayPal,5.0
317,Customer_317,Phoenix,3352.62,2022-01-14 04:00:00,Clothing,Cash,4.0
318,Customer_318,Chicago,180.15,2022-01-14 05:00:00,Clothing,Cash,3.0
